台灣新聞,#genre#

飢餓遊戲》點閱人氣榜,https://www.youtube.com/watch?v=bbbp1fuzgSo
飢餓遊戲》一次播到飽,https://www.youtube.com/wath?v=lpunQRv0QvY
《蠟筆小新劇場版系列》,https://www.youtube.com/watch?v=TprRWljq7e4

TVBS新聞L,http://230taiwan.pendy.dpdns.org/li-4gtv-4gtv072/index.m3u8?proxy=true
東森新聞L,http://230taiwan.pendy.dpdns.org/4gtv-4gtv152/index.m3u8?proxy=true
民視新聞L,http://230taiwan.pendy.dpdns.org/li-litv-ftv13/index.m3u8?proxy=true
華視新聞L,http://230taiwan.pendy.dpdns.org/4gtv-4gtv052/index.m3u8?proxy=true
中視新聞L,http://230taiwan.pendy.dpdns.org/4gtv-4gtv074/index.m3u8?proxy=true
台視新聞L,http://230taiwan.pendy.dpdns.org/4gtv-4gtv051/index.m3u8?proxy=true

瑞芳九份,https://www.youtube.com/watch?v=XSD5ptYisw8
象山看台北,https://www.youtube.com/watch?v=z_fY1pj1VBw
金門建功嶼,https://www.youtube.com/watch?v=uh_yNAE01w8
高雄蓮池潭,https://www.youtube.com/watch?v=BnPoNatG-HE
淡水漁人碼頭,https://www.youtube.com/watch?v=xwAWSh35uuw

靖天龍華,#genre#

靖天日本台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv047
靖天電影台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv061
靖天映畫台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv055
靖天綜合台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv046
靖天國際台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv063
靖天資訊台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv065
靖天歡樂台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv054
靖天育樂台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv062
靖洋戲劇台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv045
靖天戲劇台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv058

龍華電影台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn03
龍華洋片台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn02
龍華戲劇台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn18
龍華日韓台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn11
龍華偶像台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn12
龍華經典台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn21


華視,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv041
中視,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv040
台視,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv066
民視,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv002
民視,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv155

民視旅遊台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-ftv07
亞洲旅遊台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv076
Smart知識台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn19

卡通頻道,#genre#

東森幼幼,http://1234.koyeb.app/smt.php?id=yoyo_twn
CN卡通頻道,http://1234.koyeb.app/smt.php?id=momo1_twn
CBeebiesM,udp://@224.1.4.213:11111
CBeebiesM,udp://@224.1.4.75:11111
CatchPlay電影M,udp://@230.1.2.217:11111
CatchPlay電影M,udp://@230.1.2.37:11111
華視M,udp://@230.1.2.229:11111
華視M,udp://@224.1.4.12:11111
中視M,udp://@230.1.2.228:11111
中視M,udp://@224.1.4.10:11111
台視M,udp://@224.1.4.8:11111
台視M,udp://@230.1.2.227:11111

緯來日本,rtmp://f13h.mine.nu/sat/tv771
緯來育樂,rtmp://f13h.mine.nu/sat/tv701
緯來體育,rtmp://f13h.mine.nu/sat/tv721
華視,rtmp://f13h.mine.nu/sat/tv111
中視,rtmp://f13h.mine.nu/sat/tv091
台視,rtmp://f13h.mine.nu/sat/tv071
民視,rtmp://f13h.mine.nu/sat/tv051

日本新聞,#genre#

JapaNews24,https://www.youtube.com/live/coYw-eVU0Ks?si=a_SrIlnGwcXNuiNu
TBS NEWS DIG,https://www.youtube.com/watch?v=ohI356mwBp8
関西24時間配信,https://www.youtube.com/watch?v=-29O-q6Qfm8
メ～テレ NEWS LIVE 24,https://www.youtube.com/watch?v=-C6FE2m7kX8
北海道ニュース24,https://www.youtube.com/watch?v=7-Vky63lvek
広島ニュース24,https://www.youtube.com/watch?v=e2pgLUmaxGs
日テレNEWS,https://www.youtube.com/watch?v=t9kwjZBLI-A

澳門議事亭前地,https://www.youtube.com/watch?v=ctYalRx7kY4
函館山夜景,https://www.youtube.com/watch?v=s--MDmshT3I
草津温泉,https://www.youtube.com/watch?v=GrEEoEmmrKs
草津温泉（移動式),https://www.youtube.com/watch?v=B_Sc1v1qR-g
櫻島火山(遠看),https://www.youtube.com/watch?v=eF9PohrRP_o
櫻島火山(近看),https://www.youtube.com/watch?v=PeElJClXtzE


judy直播源,#genre#

TVBS新聞,http://4gtv.livednow.dpdns.org/li-4gtv-4gtv072/index.m3u8
東森新聞,http://4gtv.livednow.dpdns.org/li-4gtv-4gtv152/index.m3u8
民視新聞,http://4gtv.livednow.dpdns.org/li-litv-ftv13/index.m3u8

華視新聞,http://4gtv.livednow.dpdns.org/4gtv-4gtv052/index.m3u8
中視新聞,http://4gtv.livednow.dpdns.org/li-4gtv-4gtv074/index.m3u8
台視新聞,http://4gtv.livednow.dpdns.org/li-4gtv-4gtv051/index.m3u8

民視旅遊,http://4gtv.livednow.dpdns.org/li-litv-ftv07/index.m3u8
亞洲旅遊,http://4gtv.livednow.dpdns.org/li-4gtv-4gtv076/index.m3u8
Smart知識台,http://4gtv.livednow.dpdns.org/li-litv-longturn19/index.m3u8

華視,http://4gtv.livednow.dpdns.org/li-4gtv-4gtv041/index.m3u8
中視,http://4gtv.livednow.dpdns.org/li-4gtv-4gtv040/index.m3u8
